2011,Road-250 Red- 52,2443,162459,-160016,Below avg,NULL,NULL,no change
2012,Road-250 Red- 52,322476,162459,160017,above avg,2443,320033,Increase
2011,Road-250 Red- 58,6546,234222,-227676,Below avg,NULL,NULL,no change
2012,Road-250 Red- 58,376087,234222,141865,above avg,6546,369541,Increase
2013,Road-250 Red- 58,320033,234222,85811,above avg,376087,-56054,Decrease
2012,Road-350-W Yellow- 40,1701,209223,-207522,Below avg,NULL,NULL,no change
2013,Road-350-W Yellow- 40,416745,209223,207522,above avg,1701,415044,Increase
2012,Road-350-W Yellow- 42,5103,199867,-194764,Below avg,NULL,NULL,no change
2013,Road-350-W Yellow- 42,394632,199867,194765,above avg,5103,389529,Increase
2013,Road-350-W Yellow- 44,367416,367416,0,avg,NULL,NULL,no change
2012,Road-350-W Yellow- 48,1701,197316,-195615,Below avg,NULL,NULL,no change
2013,Road-350-W Yellow- 48,392931,197316,195615,above avg,1701,391230,Increase
2011,Road-550-W Yellow- 38,1000,97920,-96920,Below avg,NULL,NULL,no change
2012,Road-550-W Yellow- 38,71000,97920,-26920,Below avg,1000,70000,Increase
2013,Road-550-W Yellow- 38,221760,97920,123840,above avg,71000,150760,Increase
2012,Road-550-W Yellow- 40,68120,144940,-76820,Below avg,NULL,NULL,no change
2013,Road-550-W Yellow- 40,221760,144940,76820,above avg,68120,153640,Increase
2011,Road-550-W Yellow- 42,1000,111480,-110480,Below avg,NULL,NULL,no change
2012,Road-550-W Yellow- 42,68000,111480,-43480,Below avg,1000,67000,Increase
2013,Road-550-W Yellow- 42,265440,111480,153960,above avg,68000,197440,Increase
2012,Road-550-W Yellow- 44,78120,156100,-77980,Below avg,NULL,NULL,no change
2013,Road-550-W Yellow- 44,234080,156100,77980,above avg,78120,155960,Increase
2012,Road-550-W Yellow- 48,74240,141840,-67600,Below avg,NULL,NULL,no change
2013,Road-550-W Yellow- 48,209440,141840,67600,above avg,74240,135200,Increase
2011,Road-650 Black- 44,14679,23782,-9103,Below avg,NULL,NULL,no change
2012,Road-650 Black- 44,32886,23782,9104,above avg,14679,18207,Increase
2011,Road-650 Black- 48,11883,22776,-10893,Below avg,NULL,NULL,no change
2012,Road-650 Black- 48,33669,22776,10893,above avg,11883,21786,Increase
2011,Road-650 Black- 52,23067,33457,-10390,Below avg,NULL,NULL,no change
2012,Road-650 Black- 52,43848,33457,10391,above avg,23067,20781,Increase
2011,Road-650 Black- 58,12582,28998,-16416,Below avg,NULL,NULL,no change
2012,Road-650 Black- 58,45414,28998,16416,above avg,12582,32832,Increase
2011,Road-650 Black- 60,19572,28578,-9006,Below avg,NULL,NULL,no change
2012,Road-650 Black- 60,37584,28578,9006,above avg,19572,18012,Increase
2010,Road-650 Black- 62,699,16349,-15650,Below avg,NULL,NULL,no change
2011,Road-650 Black- 62,14679,16349,-1670,Below avg,699,13980,Increase
2012,Road-650 Black- 62,33669,16349,17320,above avg,14679,18990,Increase
2011,Road-650 Red- 44,15378,27264,-11886,Below avg,NULL,NULL,no change
2012,Road-650 Red- 44,39150,27264,11886,above avg,15378,23772,Increase
2011,Road-650 Red- 48,18957,33360,-14403,Below avg,NULL,NULL,no change
2012,Road-650 Red- 48,47763,33360,14403,above avg,18957,28806,Increase
2010,Road-650 Red- 52,699,15361,-14662,Below avg,NULL,NULL,no change
2011,Road-650 Red- 52,14064,15361,-1297,Below avg,699,13365,Increase
2012,Road-650 Red- 52,31320,15361,15959,above avg,14064,17256,Increase
2011,Road-650 Red- 58,13281,28173,-14892,Below avg,NULL,NULL,no change
2012,Road-650 Red- 58,43065,28173,14892,above avg,13281,29784,Increase
2011,Road-650 Red- 60,11883,20035,-8152,Below avg,NULL,NULL,no change
2012,Road-650 Red- 60,28188,20035,8153,above avg,11883,16305,Increase
2011,Road-650 Red- 62,11967,28690,-16723,Below avg,NULL,NULL,no change
2012,Road-650 Red- 62,45414,28690,16724,above avg,11967,33447,Increase
2012,Road-750 Black- 44,1620,97200,-95580,Below avg,NULL,NULL,no change
2013,Road-750 Black- 44,192780,97200,95580,above avg,1620,191160,Increase
2012,Road-750 Black- 48,1080,98010,-96930,Below avg,NULL,NULL,no change
2013,Road-750 Black- 48,194940,98010,96930,above avg,1080,193860,Increase
2012,Road-750 Black- 52,2160,104220,-102060,Below avg,NULL,NULL,no change
2013,Road-750 Black- 52,206280,104220,102060,above avg,2160,204120,Increase
2012,Road-750 Black- 58,1080,90180,-89100,Below avg,NULL,NULL,no change
2013,Road-750 Black- 58,179280,90180,89100,above avg,1080,178200,Increase
2012,Short-Sleeve Classic Jersey- L,108,6732,-6624,Below avg,NULL,NULL,no change
2013,Short-Sleeve Classic Jersey- L,19764,6732,13032,above avg,108,19656,Increase
2014,Short-Sleeve Classic Jersey- L,324,6732,-6408,Below avg,19764,-19440,Decrease
2012,Short-Sleeve Classic Jersey- M,54,7326,-7272,Below avg,NULL,NULL,no change
2013,Short-Sleeve Classic Jersey- M,20790,7326,13464,above avg,54,20736,Increase
2014,Short-Sleeve Classic Jersey- M,1134,7326,-6192,Below avg,20790,-19656,Decrease
2012,Short-Sleeve Classic Jersey- S,54,7308,-7254,Below avg,NULL,NULL,no change
2013,Short-Sleeve Classic Jersey- S,21384,7308,14076,above avg,54,21330,Increase
2014,Short-Sleeve Classic Jersey- S,486,7308,-6822,Below avg,21384,-20898,Decrease
2013,Short-Sleeve Classic Jersey- XL,21168,11043,10125,above avg,NULL,NULL,no change
2014,Short-Sleeve Classic Jersey- XL,918,11043,-10125,Below avg,21168,-20250,Decrease
2012,Sport-100 Helmet- Black,210,24325,-24115,Below avg,NULL,NULL,no change
2013,Sport-100 Helmet- Black,69895,24325,45570,above avg,210,69685,Increase
2014,Sport-100 Helmet- Black,2870,24325,-21455,Below avg,69895,-67025,Decrease
2012,Sport-100 Helmet- Blue,350,24791,-24441,Below avg,NULL,NULL,no change
2013,Sport-100 Helmet- Blue,71050,24791,46259,above avg,350,70700,Increase
2014,Sport-100 Helmet- Blue,2975,24791,-21816,Below avg,71050,-68075,Decrease
2012,Sport-100 Helmet- Red,350,26016,-25666,Below avg,NULL,NULL,no change
2013,Sport-100 Helmet- Red,75145,26016,49129,above avg,350,74795,Increase
2014,Sport-100 Helmet- Red,2555,26016,-23461,Below avg,75145,-72590,Decrease
2012,Touring Tire,58,9038,-8980,Below avg,NULL,NULL,no change
2013,Touring Tire,25607,9038,16569,above avg,58,25549,Increase
2014,Touring Tire,1450,9038,-7588,Below avg,25607,-24157,Decrease
2012,Touring Tire Tube,10,2478,-2468,Below avg,NULL,NULL,no change
2013,Touring Tire Tube,7010,2478,4532,above avg,10,7000,Increase
2014,Touring Tire Tube,415,2478,-2063,Below avg,7010,-6595,Decrease
2012,Touring-1000 Blue- 46,4768,210984,-206216,Below avg,NULL,NULL,no change
2013,Touring-1000 Blue- 46,417200,210984,206216,above avg,4768,412432,Increase
2012,Touring-1000 Blue- 50,2384,178800,-176416,Below avg,NULL,NULL,no change
2013,Touring-1000 Blue- 50,355216,178800,176416,above avg,2384,352832,Increase
2013,Touring-1000 Blue- 54,381440,381440,0,avg,NULL,NULL,no change
2012,Touring-1000 Blue- 60,2384,175224,-172840,Below avg,NULL,NULL,no change
2013,Touring-1000 Blue- 60,348064,175224,172840,above avg,2384,345680,Increase
2013,Touring-1000 Yellow- 46,410048,410048,0,avg,NULL,NULL,no change
2012,Touring-1000 Yellow- 50,4768,179992,-175224,Below avg,NULL,NULL,no change
2013,Touring-1000 Yellow- 50,355216,179992,175224,above avg,4768,350448,Increase
2013,Touring-1000 Yellow- 54,376672,376672,0,avg,NULL,NULL,no change
2013,Touring-1000 Yellow- 60,333760,333760,0,avg,NULL,NULL,no change
2012,Touring-2000 Blue- 46,2430,58927,-56497,Below avg,NULL,NULL,no change
2013,Touring-2000 Blue- 46,115425,58927,56498,above avg,2430,112995,Increase
2012,Touring-2000 Blue- 50,1215,64395,-63180,Below avg,NULL,NULL,no change
2013,Touring-2000 Blue- 50,127575,64395,63180,above avg,1215,126360,Increase
2013,Touring-2000 Blue- 54,106920,106920,0,avg,NULL,NULL,no change
2012,Touring-2000 Blue- 60,1215,49207,-47992,Below avg,NULL,NULL,no change
2013,Touring-2000 Blue- 60,97200,49207,47993,above avg,1215,95985,Increase
2013,Touring-3000 Blue- 44,39326,39326,0,avg,NULL,NULL,no change
2013,Touring-3000 Blue- 50,35616,35616,0,avg,NULL,NULL,no change
2012,Touring-3000 Blue- 54,742,20405,-19663,Below avg,NULL,NULL,no change
2013,Touring-3000 Blue- 54,40068,20405,19663,above avg,742,39326,Increase
2013,Touring-3000 Blue- 58,42294,42294,0,avg,NULL,NULL,no change
2013,Touring-3000 Blue- 62,47488,47488,0,avg,NULL,NULL,no change
2013,Touring-3000 Yellow- 44,43778,43778,0,avg,NULL,NULL,no change
2013,Touring-3000 Yellow- 50,43778,43778,0,avg,NULL,NULL,no change
2013,Touring-3000 Yellow- 54,35616,35616,0,avg,NULL,NULL,no change
2012,Touring-3000 Yellow- 58,1484,17437,-15953,Below avg,NULL,NULL,no change
2013,Touring-3000 Yellow- 58,33390,17437,15953,above avg,1484,31906,Increase
2013,Touring-3000 Yellow- 62,37100,37100,0,avg,NULL,NULL,no change
2012,Water Bottle - 30 oz.,90,7081,-6991,Below avg,NULL,NULL,no change
2013,Water Bottle - 30 oz.,20425,7081,13344,above avg,90,20335,Increase
2014,Water Bottle - 30 oz.,730,7081,-6351,Below avg,20425,-19695,Decrease
2013,Women's Mountain Shorts- L,23800,12705,11095,above avg,NULL,NULL,no change
2014,Women's Mountain Shorts- L,1610,12705,-11095,Below avg,23800,-22190,Decrease
2013,Women's Mountain Shorts- M,23380,12320,11060,above avg,NULL,NULL,no change
2014,Women's Mountain Shorts- M,1260,12320,-11060,Below avg,23380,-22120,Decrease
2013,Women's Mountain Shorts- S,20230,10640,9590,above avg,NULL,NULL,no change
2014,Women's Mountain Shorts- S,1050,10640,-9590,Below avg,20230,-19180,Decrease
