131,Road-550-W Yellow- 40,Bikes,Road Bikes,713,2013-12-28,142,high-performer,266,289880,266,264,23,1089.8,1089,12603
132,Road-550-W Yellow- 42,Bikes,Road Bikes,713,2013-12-26,142,high-performer,306,334440,306,303,24,1092.9,1092,13935
133,Road-550-W Yellow- 44,Bikes,Road Bikes,713,2013-12-27,142,high-performer,287,312200,287,286,23,1087.8,1087,13573
134,Road-550-W Yellow- 48,Bikes,Road Bikes,713,2013-12-27,142,high-performer,261,283680,261,258,22,1086.9,1086,12894
135,Road-350-W Yellow- 40,Bikes,Road Bikes,1083,2013-12-27,142,high-performer,246,418446,246,246,12,1701,1701,34870
136,Road-350-W Yellow- 42,Bikes,Road Bikes,1083,2013-12-27,142,high-performer,235,399735,235,235,12,1701,1701,33311
137,Road-350-W Yellow- 44,Bikes,Road Bikes,1083,2013-12-27,142,high-performer,216,367416,216,216,11,1701,1701,33401
138,Road-350-W Yellow- 48,Bikes,Road Bikes,1083,2013-12-25,142,high-performer,232,394632,232,232,12,1701,1701,32886
139,Road-250 Black- 44,Bikes,Road Bikes,1555,2013-12-27,142,high-performer,271,628384,271,266,24,2318.8,2318,26182
140,Road-250 Black- 48,Bikes,Road Bikes,1555,2013-12-28,142,high-performer,298,691213,298,289,23,2319.5,2319,30052
141,Road-250 Black- 52,Bikes,Road Bikes,1555,2013-12-25,142,high-performer,319,734425,319,312,24,2302.3,2302,30601
142,Road-250 Black- 58,Bikes,Road Bikes,1555,2013-12-26,142,high-performer,270,622026,270,265,24,2303.8,2303,25917
143,Road-250 Red- 58,Bikes,Road Bikes,1555,2013-12-27,142,high-performer,306,702666,306,301,24,2296.3,2296,29277
144,Touring-3000 Blue- 44,Bikes,Touring Bikes,461,2013-12-28,142,mid-range,53,39326,53,53,11,742,742,3575
145,Touring-3000 Blue- 50,Bikes,Touring Bikes,461,2013-12-23,142,mid-range,48,35616,48,48,11,742,742,3237
146,Touring-3000 Blue- 54,Bikes,Touring Bikes,461,2013-12-17,142,mid-range,55,40810,55,55,12,742,742,3400
147,Touring-3000 Blue- 58,Bikes,Touring Bikes,461,2013-12-27,142,mid-range,57,42294,57,57,11,742,742,3844
148,Touring-3000 Blue- 62,Bikes,Touring Bikes,461,2013-12-23,142,mid-range,64,47488,64,64,11,742,742,4317
149,Touring-3000 Yellow- 44,Bikes,Touring Bikes,461,2013-12-28,142,mid-range,59,43778,59,59,11,742,742,3979
150,Touring-3000 Yellow- 50,Bikes,Touring Bikes,461,2013-12-27,142,mid-range,59,43778,59,59,11,742,742,3979
151,Touring-3000 Yellow- 54,Bikes,Touring Bikes,461,2013-12-09,142,mid-range,48,35616,48,48,11,742,742,3237
152,Touring-3000 Yellow- 58,Bikes,Touring Bikes,461,2013-12-27,142,mid-range,47,34874,47,47,12,742,742,2906
153,Touring-3000 Yellow- 62,Bikes,Touring Bikes,461,2013-12-26,142,mid-range,50,37100,50,50,11,742,742,3372
154,Touring-2000 Blue- 46,Bikes,Touring Bikes,755,2013-12-27,142,high-performer,97,117855,97,97,12,1215,1215,9821
155,Touring-2000 Blue- 50,Bikes,Touring Bikes,755,2013-12-27,142,high-performer,106,128790,106,106,12,1215,1215,10732
156,Touring-2000 Blue- 54,Bikes,Touring Bikes,755,2013-12-28,142,high-performer,88,106920,88,88,11,1215,1215,9720
157,Touring-2000 Blue- 60,Bikes,Touring Bikes,755,2013-12-28,142,high-performer,81,98415,81,81,12,1215,1215,8201
158,Touring-1000 Blue- 46,Bikes,Touring Bikes,1482,2013-12-23,142,high-performer,177,421968,177,177,12,2384,2384,35164
159,Touring-1000 Blue- 50,Bikes,Touring Bikes,1482,2013-12-28,142,high-performer,150,357600,150,150,12,2384,2384,29800
160,Touring-1000 Blue- 54,Bikes,Touring Bikes,1482,2013-12-27,142,high-performer,160,381440,160,160,11,2384,2384,34676
161,Touring-1000 Blue- 60,Bikes,Touring Bikes,1482,2013-12-27,142,high-performer,147,350448,147,147,12,2384,2384,29204
162,Touring-1000 Yellow- 46,Bikes,Touring Bikes,1482,2013-12-28,142,high-performer,172,410048,172,170,11,2384,2384,37277
163,Touring-1000 Yellow- 50,Bikes,Touring Bikes,1482,2013-12-23,142,high-performer,151,359984,151,150,12,2384,2384,29998
164,Touring-1000 Yellow- 54,Bikes,Touring Bikes,1482,2013-12-27,142,high-performer,158,376672,158,158,11,2384,2384,34242
165,Touring-1000 Yellow- 60,Bikes,Touring Bikes,1482,2013-12-23,142,high-performer,140,333760,140,140,11,2384,2384,30341
166,AWC Logo Cap,Clothing,Caps,7,2014-01-28,141,mid-range,2190,19710,2190,2132,13,9,9,1516
168,Bike Wash - Dissolver,Accessories,Cleaners,3,2014-01-28,141,low-performer,908,7272,909,875,12,8,8,606
174,Fender Set - Mountain,Accessories,Fenders,8,2014-01-28,141,mid-range,2121,46662,2121,2110,13,22,22,3589
233,Half-Finger Gloves- L,Clothing,Gloves,9,2014-01-28,141,mid-range,443,10632,443,437,13,24,24,817
234,Half-Finger Gloves- M,Clothing,Gloves,9,2014-01-28,141,mid-range,499,11976,499,488,13,24,24,921
235,Half-Finger Gloves- S,Clothing,Gloves,9,2014-01-25,141,mid-range,487,11688,487,478,13,24,24,899
244,Sport-100 Helmet- Black,Accessories,Helmets,13,2014-01-28,141,high-performer,2085,72975,2085,2024,13,35,35,5613
245,Sport-100 Helmet- Blue,Accessories,Helmets,13,2014-01-28,141,high-performer,2124,74375,2125,2049,13,35,35,5721
246,Sport-100 Helmet- Red,Accessories,Helmets,13,2014-01-28,141,high-performer,2230,78050,2230,2147,13,35,35,6003
247,Hydration Pack - 70 oz.,Accessories,Hydration Packs,21,2014-01-28,141,mid-range,733,40315,733,719,13,55,55,3101
248,Long-Sleeve Logo Jersey- L,Clothing,Jerseys,38,2014-01-28,141,mid-range,452,22650,453,449,13,50,50,1742
249,Long-Sleeve Logo Jersey- M,Clothing,Jerseys,38,2014-01-28,141,mid-range,442,22100,442,436,13,50,50,1700
250,Long-Sleeve Logo Jersey- S,Clothing,Jerseys,38,2014-01-28,141,mid-range,429,21450,429,426,12,50,50,1787
251,Long-Sleeve Logo Jersey- XL,Clothing,Jerseys,38,2014-01-28,141,mid-range,413,20700,414,409,12,50,50,1725
259,Patch Kit/8 Patches,Accessories,Tires and Tubes,1,2014-01-28,141,low-performer,3189,6378,3189,2948,13,2,2,490
260,Hitch Rack - 4-Bike,Accessories,Bike Racks,45,2014-01-28,141,mid-range,327,39240,327,324,12,120,120,3270
272,Women's Mountain Shorts- L,Clothing,Shorts,26,2014-01-28,141,mid-range,363,25410,363,363,12,70,70,2117
273,Women's Mountain Shorts- M,Clothing,Shorts,26,2014-01-26,141,mid-range,352,24640,352,352,12,70,70,2053
274,Women's Mountain Shorts- S,Clothing,Shorts,26,2014-01-28,141,mid-range,304,21280,304,304,12,70,70,1773
275,Short-Sleeve Classic Jersey- L,Clothing,Jerseys,42,2014-01-26,141,mid-range,374,20196,374,372,13,54,54,1553
276,Short-Sleeve Classic Jersey- M,Clothing,Jerseys,42,2014-01-27,141,mid-range,407,21978,407,404,13,54,54,1690
277,Short-Sleeve Classic Jersey- S,Clothing,Jerseys,42,2014-01-28,141,mid-range,406,21924,406,402,13,54,54,1686
278,Short-Sleeve Classic Jersey- XL,Clothing,Jerseys,42,2014-01-28,141,mid-range,409,22086,409,405,12,54,54,1840
279,Racing Socks- L,Clothing,Socks,3,2014-01-27,141,low-performer,270,2430,270,269,13,9,9,186
280,Racing Socks- M,Clothing,Socks,3,2014-01-28,141,low-performer,298,2682,298,295,12,9,9,223
281,All-Purpose Bike Stand,Accessories,Bike Stands,59,2014-01-28,141,mid-range,249,39591,249,243,13,159,159,3045
282,LL Mountain Tire,Accessories,Tires and Tubes,9,2014-01-28,141,mid-range,860,21550,862,828,12,25,25,1795
283,ML Mountain Tire,Accessories,Tires and Tubes,11,2014-01-28,141,mid-range,1160,34800,1160,1160,13,30,30,2676
284,HL Mountain Tire,Accessories,Tires and Tubes,13,2014-01-28,141,mid-range,1395,48860,1396,1395,13,35,35,3758
285,LL Road Tire,Accessories,Tires and Tubes,8,2014-01-28,141,mid-range,1043,21903,1043,1029,13,21,21,1684
286,ML Road Tire,Accessories,Tires and Tubes,9,2014-01-28,141,mid-range,925,23125,925,890,13,25,25,1778
287,HL Road Tire,Accessories,Tires and Tubes,12,2014-01-28,141,mid-range,858,28314,858,820,13,33,33,2178
288,Touring Tire,Accessories,Tires and Tubes,11,2014-01-25,141,mid-range,935,27115,935,920,13,29,29,2085
289,Mountain Tire Tube,Accessories,Tires and Tubes,2,2014-01-28,141,mid-range,3092,15465,3093,2958,13,5,5,1189
290,Road Tire Tube,Accessories,Tires and Tubes,1,2014-01-28,141,low-performer,2375,9500,2375,2225,13,4,4,730
291,Touring Tire Tube,Accessories,Tires and Tubes,2,2014-01-28,141,low-performer,1487,7435,1487,1410,13,5,5,571
292,Classic Vest- L,Clothing,Vests,24,2014-01-28,141,mid-range,195,12480,195,195,12,64,64,1040
293,Classic Vest- M,Clothing,Vests,24,2014-01-27,141,mid-range,199,12736,199,199,12,64,64,1061
294,Classic Vest- S,Clothing,Vests,24,2014-01-28,141,mid-range,168,10944,171,168,13,64,65,841
295,Water Bottle - 30 oz.,Accessories,Bottles and Cages,2,2014-01-28,141,mid-range,4244,21245,4249,4073,13,5,5,1634
